week_ending_date,Bread 4311,Food 4312,Sides 4313,Paper 4314,Produce 4315,Beverage 4316,Catering 4320,Sub Total COGS,Discounted Total COGS,Cash Over Under
01/21/2014,0.07819827578927818,0.0822997357110901,0.11945369033445644,-0.008701353530747847,0.011835414714052911,0.008668591838285633,4.2218675853412135e-06,0.2917585767240008,0.29766919134348385,0.13
01/28/2014,0.043298767261507255,0.13241844867001692,0.03600824750308305,0.015579650309768807,0.018873582155756925,0.023102065287858315,0.00012611075636232447,0.2694068719443536,0.2700892894571367,3.27
02/04/2014,0.035102742885875206,0.13075499408725802,0.033105412719548116,0.014117528550036526,0.015854867367505056,0.01943114935747075,0.0012816725314408037,0.2496483674991346,0.25024091143415117,5.56
02/11/2014,0.03536303527467297,0.12993844237664987,0.02630746608174164,0.013847892130900923,0.015008820444171518,0.021451904308244334,0.0010450193891911477,0.24296258000557247,0.24367295134824535,9.33
02/18/2014,0.03377875981724386,0.14941940121375066,0.040646581813444334,0.013054761375428514,0.013156672096114843,0.014634607644049441,0.0010358038942949307,0.2657265878543266,0.2664395675194984,-2.98
02/25/2014,0.033618338912118274,0.12079954838605267,0.03730047389589227,0.0136154011808186,0.014805250821257719,0.015358309858453633,0.0013261367215167661,0.2368234597761099,0.2375081005450984,3.19
03/04/2014,0.036192406841779594,0.12820876726390762,0.033980741072528665,0.01150560266515456,0.020562029580002632,0.017655695957817144,0.0006695560957446155,0.24877479947693482,0.24952359136928848,3.05
03/11/2014,0.033987620279266606,0.1300645512259341,0.03657287329225955,0.012505257766884124,0.017497713415101073,0.020604068865259655,0.0019426996833393872,0.2531747845280445,0.2540324453072783,-2.92
03/18/2014,0.03576782474877871,0.13233508118341955,0.035584243443548776,0.014157337379808736,0.01668345613920878,0.015787871446107132,1.907470393397409e-18,0.2503158143408717,0.2513225115619176,6.03
03/25/2014,0.03512207085789122,0.12169976082846613,0.03293293327604722,0.012390462451487541,0.01883817123310744,0.01403943995919841,0.0014058109167887534,0.23642864952298678,0.23820160381445218,1.82
04/01/2014,0.03418206836144628,0.12615705445678935,0.0333658921481217,0.013338830850603061,0.018948234862624397,0.018630146985192893,0.0007598638610427107,0.24538209152582047,0.24610597821824945,-9.53
04/08/2014,0.03746973094094898,0.1285659029329181,0.034280631237089715,0.008035496478572046,0.01794092945223055,0.014670436506199279,0.0007044741700212886,0.24166760171797994,0.24261051060536765,3.11
04/15/2014,0.03607780091741367,0.12898879996452056,0.039178627107128716,0.013598621970006351,0.01975190901996148,0.014214663958898102,0.0021467504621254263,0.2539571734000543,0.2548195200794344,-0.86
04/22/2014,0.03817893067688776,0.12437505269438552,0.035413456362563316,0.015674236823160888,0.017997807913561755,0.01934299829432326,0.0008924158997606879,0.25187489866464313,0.25333412780253056,3.94
04/29/2014,0.038162036283423975,0.12615718609124343,0.0377549855656952,0.01153752420943528,0.018825090775000917,0.01577261900411602,0.0018290406917835745,0.25003848262069844,0.25136730239619437,4.28
05/06/2014,0.036117259115693315,0.13431148336641954,0.031557201265441606,0.014344053528466886,0.01829036697936896,0.0162749363261824,0.0007014147051734046,0.25159671528674604,0.2523152708072448,8.46
05/13/2014,0.037603030406497866,0.13228081204503575,0.037977238476468216,0.013586891536968557,0.020913808421054038,0.012924512322407825,0.0016398433111663214,0.25692613651959856,0.2577964812631515,-0.07
05/20/2014,0.03473676641921011,0.13210343162238974,0.033103674052185394,0.012384338398907097,0.020356289080669308,0.015862811460248198,0.0006931583257454728,0.24924046935935537,0.24994039790301403,10.07
05/27/2014,0.039729004112304026,0.13149920838875087,0.032583141008664065,-0.005649244913461177,0.022055366222064412,0.018690043451308636,0.0016760767513671285,0.24058359502099808,0.24138393727644986,16.25
06/03/2014,0.0357421187844845,0.12643384659016144,0.03740649020988044,0.01461584942876596,0.02127990147921699,0.015142064362993899,0.0020176639894529617,0.2526379348449561,0.2533405597237533,16.91
06/10/2014,0.03625641190406094,0.13845895299499772,0.03417591582939531,0.015147502480176628,0.02483447894652982,0.019186384043464892,0.0009635936955975829,0.26902323989422294,0.2698428620418559,10.67
06/17/2014,0.03739652699788573,0.14664423872869253,0.03498841366001803,0.015299010613561953,0.02480446238855233,0.010737287979205224,0.001167366592324279,0.27103730696024003,0.2718611365949078,6.98
06/24/2014,0.03801871378496315,0.13677921882824234,0.03397555619143002,0.016250761857071305,0.024234852278417627,0.021974039630874877,6.893196938264537e-05,0.271302074540382,0.2720532012304171,1.97
07/01/2014,0.03629036726815597,0.1409432662756452,0.03177950378023027,0.014027620787527202,0.02225286054636168,0.011584662557023954,0.0008091366545229226,0.25768741786946725,0.2584352731274239,7.23
07/08/2014,0.0391628920395739,0.13963664824000632,0.030542084402865013,0.01600973251145608,0.024250687597735306,0.017779827200487715,7.493007381809668e-05,0.2674568020659425,0.26827328792635147,3.36
07/15/2014,0.03656306729364123,0.14799793696931882,0.028008914330103996,0.014804868497712521,0.025908653585948464,0.013144065125548785,0.00025753499670488173,0.26668504079897876,0.2673536155567796,-7.06
07/22/2014,0.03561058163356194,0.1397588654097165,0.03453743693874394,0.01656724424403844,0.02193086483912641,0.01920674582153254,6.453293650979678e-05,0.2676762718232295,0.2685134051839315,-1.59
07/29/2014,0.035341812421869165,0.1464419147265287,0.02604782141826846,0.015537453388608126,0.021999415020354084,0.012753297522250597,0.00047920250446080383,0.25860091700234,0.2593020912354557,2.7
08/05/2014,0.034411702587030815,0.13941846801198035,0.03170036218055381,-0.0024967520319776975,0.022039535902502672,0.015780323925663673,0.0006829475568323897,0.241536588132586,0.24219464243522704,15.72
08/12/2014,0.03590876185366932,0.14671980687000016,0.03147666819193084,0.01696572573646592,0.02204270950029191,0.016881051485554698,0.0015021348438708044,0.27149685848178373,0.2722857882197013,-4.27
08/19/2014,0.03587659545220657,0.13798216821126688,0.031218243434442888,0.015947333126519747,0.022647052813624433,0.017611005949915205,0.002156607415195597,0.2634390064031713,0.2640891688509029,2.88
08/26/2014,0.036147315950276704,0.14307509426240345,0.029016946898684615,0.017318887403470193,0.026269590796916722,0.012682920059155663,0.0011216596638248624,0.2656324150347322,0.26631021351943307,5.26
09/02/2014,0.037960715607067215,0.14528665723093406,0.03254183086067626,0.01701929651268931,0.023611763799411788,0.015285206469700956,0.002021583717599955,0.27372705419807947,0.2745947343614532,-4.47
09/09/2014,0.03752824518365551,0.14322314023720387,0.03212004915090743,0.017426394137446025,0.025803944717122506,0.011158363948322694,0.0011919408035785267,0.2684520781782366,0.2692345365874423,14.49
09/16/2014,0.03827992586198994,0.17250018237537304,0.036247566983408024,0.018033761070830708,0.025408330390580266,0.013298050423401372,0.0001520332755972715,0.30391985038118075,0.3047268210584486,-22.3
09/23/2014,0.03561748194938719,0.14685404994200355,0.03403766217905212,0.017153972957651323,0.026799620121412893,0.01779988807799784,0.0008738422726121023,0.279136517500117,0.279652987108311,-1.9
09/30/2014,0.03566833443095736,0.14820249758886844,0.032050744563639835,0.015038955769392832,0.02654502495404025,0.016085002918327415,0.001428026555218812,0.27501858678044494,0.27579888822649956,6.73
10/07/2014,0.03846665721578262,0.14956005045988127,0.0320336364366857,0.020578276511526262,0.013845357841174188,0.014676887558216032,0.00036942068476227924,0.2695302867080286,0.2700529162401249,5.67
10/14/2014,0.04260499210090778,0.1500475277722052,0.03219425497768194,0.013083921585836801,0.038357043670695624,0.015540163122523697,0.00021382403831686646,0.29204172726816785,0.29298209539094233,0.21
10/21/2014,0.03836673402717318,0.15202422799849252,0.03417950038012819,0.012559704088175224,0.026618739775205194,0.017105136849779292,0.001605368121658449,0.282459411240612,0.28351229734665434,-1.38
10/28/2014,0.03720238304849344,0.15518640543940185,0.031681184509480514,0.013689104997527922,0.025613066621967485,0.009958291721308129,0.0010207611725646572,0.27435119751074394,0.27505549130831014,4.84
11/04/2014,0.0401703967983497,0.13828461693894978,0.03497367897243191,0.010878010971744291,0.03028089836811137,0.017812286061541886,0.0020741361787085452,0.2744740242898375,0.2751525956106992,6.74
11/11/2014,0.03704223563803899,0.15525052375093346,0.030425681783141426,0.014966398316741588,0.03722565427299139,0.013268870904842087,0.0018454624879454152,0.2900248271546343,0.2910073325130674,12.93
11/18/2014,0.03899330394131554,0.14520595028874653,0.03512511834993927,0.013448201820002286,0.02821736400745925,0.016927872859684622,0.001836806617171691,0.2797546178843194,0.2803770004737888,3.49
11/25/2014,0.03642649333472401,0.1446921900763173,0.03497344023813168,0.01255671272923098,0.03303037969252664,0.01567937289225118,0.002344168059195609,0.2797027570223774,0.28010960478808045,4.16
12/02/2014,0.038415857086265125,0.14900066024032754,0.03388371281432156,0.012569136594291756,0.03517033257248496,0.01169299767972685,0.0005782007507875727,0.2813108977382052,0.2818296579955103,2.72
12/09/2014,0.03643054614204686,0.15482158676084135,0.03480531873149502,0.014610756370468133,0.040827603479232796,0.017838574180430205,0.0010428185828606756,0.3003772042473751,0.30071163152950686,-72.61
12/16/2014,0.034052874368229055,0.13927422512414825,0.03610751204259508,0.012150468330801195,0.031656301441251165,0.012106916461476101,0.0005222639803017064,0.2658705617488025,0.266180760248269,12.42
12/23/2014,0.03315319545798796,0.14382781975835413,0.033059102140333585,0.01374594346421943,0.032160823903509064,0.019540749790387793,0.0006536107583056794,0.2761412452730977,0.2764355525848685,-1.83
12/30/2014,0.04356061508397144,0.14542475274908298,0.031362418668125586,0.013793825338601016,0.02405303756760412,0.011368939349587256,0.0011720874457703389,0.27073567620274264,0.2711899032395471,-3.44
